sent_id,missing count,ginti
81566,0,0
368274,0,0
316086,0,0
383417,0,0
120101,0,0
63297,0,1
140436,0,0
90849,0,0
76650,0,0
95735,0,0
141242,0,0
61108,0,0
116919,0,0
64367,0,0
312518,0,1
67071,0,0
361798,0,0
50335,0,0
310649,0,0
334423,0,1
308333,0,0
391852,0,0
140344,0,0
112128,0,0
348368,0,0
327833,0,0
348580,0,0
93175,0,1
110563,0,0
322585,0,0
102553,0,0
341914,0,0
316184,0,0
399982,0,0
312443,0,0
307062,0,0
350491,0,1
315988,0,1
391370,0,1
102861,0,0
63127,0,0
57306,0,0
330351,0,2
378074,0,0
300250,0,0
102537,0,0
372433,0,1
319594,0,0
103415,0,0
81243,0,0
316177,0,0
76109,0,0
359302,0,0
121587,0,0
391450,0,0
141802,0,0
85379,0,0
118973,0,0
114897,0,1
344510,0,1
369602,0,0
331761,0,0
50426,0,1
338797,0,0
111665,0,0
362078,0,1
94482,0,1
352296,0,0
317964,0,0
382026,0,0
128018,0,0
357866,0,0
371615,0,0
376078,0,0
311675,0,0
344176,0,0
63432,0,0
319497,0,1
95851,0,0
381218,0,2
93194,0,0
351473,0,0
115371,0,0
353498,0,1
59039,0,0
50346,0,0
392231,0,0
338581,0,0
312508,0,0
103637,0,0
361043,0,0
339199,0,0
359625,0,1
322920,0,0
124069,0,0
310933,0,2
147074,0,0
124034,0,0
303139,0,0
94177,0,0
50527,0,0
309176,0,0
64751,0,0
313160,0,0
85655,0,1
399439,0,0
99931,0,0
127937,0,0
362066,0,0
139818,0,0
107521,0,0
131514,0,0
393000,0,0
338387,0,0
133543,0,0
339248,0,0
103301,0,1
347299,0,0
390508,0,0
385552,0,0
149099,0,0
101835,0,1
107904,0,0
119918,0,0
136423,0,0
331802,0,0
312110,0,0
338342,0,0
115819,0,0
349005,0,0
315818,0,0
343274,0,0
389594,0,1
119229,0,0
394855,0,0
127445,0,0
371642,0,0
394477,0,1
346263,0,0
346570,0,0
125232,0,0
115365,0,0
60682,0,0
345258,0,0
359574,0,0
106279,0,1
113359,0,0
76015,0,0
98208,0,0
143478,0,0
374623,0,0
321537,0,0
307270,0,0
368618,0,1
317929,0,0
96413,0,0
309079,0,1
311224,0,0
105056,0,0
376892,0,1
330212,0,0
345656,0,0
145883,0,0
330825,0,0
364733,0,1
356474,0,0
135175,0,0
328481,0,0
341231,0,0
50606,0,0
63663,0,0
372022,0,0
369727,0,0
357796,0,0
138908,0,0
384639,0,0
139973,0,0
399182,0,0
394362,0,1
117047,0,0
124166,0,0
319146,0,1
340059,0,1
102360,0,0
75126,0,0
142394,0,0
326976,0,0
389634,0,0
308238,0,0
60022,0,0
343745,0,1
141375,0,0
62014,0,0
133931,0,0
82128,0,0
391232,0,0
354252,0,0
125833,0,0
100542,0,0
382544,0,0
81436,0,0
70883,0,0
133290,0,0
300286,0,0
386213,0,0
312036,0,0
130077,0,0
349065,0,0
146977,0,1
368388,0,0
365999,0,0
373504,0,0
108820,0,0
333155,0,0
54709,0,1
314533,0,0
356223,0,0
341692,0,0
396445,0,0
75633,0,0
317709,0,0
84761,0,0
317717,0,0
300051,0,0
363754,0,0
390641,0,0
84206,0,0
318963,0,0
96481,0,0
341383,0,0
396667,0,0
301136,0,0
372813,0,0
310511,0,0
347220,0,0
354004,0,0
339056,0,0
391424,0,0
309771,0,0
84101,0,0
356184,0,0
387371,0,0
69860,0,0
388426,0,1
306160,0,0
331550,0,0
399715,0,0
50768,0,0
333646,0,0
396366,0,0
131150,0,0
129180,0,0
388448,0,0
52932,0,0
344584,0,0
123960,0,0
393352,0,0
55469,0,0
325396,0,0
302182,0,0
123959,0,0
96379,0,0
71767,0,0
83115,0,0
346518,0,0
327890,0,0
131719,0,0
106104,0,0
94321,0,0
89084,0,0
312320,0,0
318135,0,0
368788,0,0
344104,0,0
67017,0,0
148670,0,0
367776,0,0
86787,0,1
328221,0,0
388243,0,0
141640,0,0
343133,0,0
369793,0,0
59981,0,0
80260,0,0
389718,0,0
385559,0,1
130395,0,0
96565,0,0
143928,0,0
74088,0,0
79463,0,0
397101,0,0
89015,0,0
120116,0,0
100675,0,0
84585,0,0
368945,0,0
374197,0,0
320848,0,0
67332,0,0
80965,0,0
327668,0,0
385683,0,0
77726,0,0
353807,0,0
121503,0,0
370906,0,0
143870,0,0
98298,0,0
54961,0,1
339770,0,0
399332,0,0
325650,0,1
332138,0,0
309374,0,0
364768,0,0
349296,0,1
87146,0,0
338101,0,0
360106,0,0
322620,0,0
55982,0,0
133449,0,0
145916,0,0
100426,0,0
133969,0,0
143881,0,0
143632,0,0
315757,0,1
109151,0,0
