96571,0,0,niyojay
335576,1,4,aYjali
70551,0,0,tad
50424,0,0,kaScid
313108,0,0,tad
136559,0,0,loBay
114289,0,0,tad
376148,0,0,vimaleSvara
87133,0,0,tvarita
317045,0,0,avaSa
310753,0,0,iha
329823,0,0,caturviDa
81656,1,3,AkarRay
141661,0,0,aBiBU
319956,0,0,taTAviDa
130086,0,0,patatrin
341896,0,0,iha
333785,0,0,narADipa
141526,0,0,yayAti
348264,1,3,aDizWA
381243,0,0,nityam
122812,0,0,samAsatas
139814,0,0,atiSIta
111788,0,0,tad
356720,0,0,tad
312700,0,0,saMSrAvay
317305,0,0,pArTiva
117170,0,0,tad
384045,0,0,trAsay
91617,0,0,tad
123604,0,0,tad
321586,0,0,aDizWA
53740,0,0,suKin
90272,2,11,tad
355394,0,0,parinirmA
346198,0,0,sajAti
307410,0,0,kuwilaka
364287,0,0,aDI
357231,0,0,yuDizWira
70247,0,0,saMkf
367772,0,0,kali
133034,0,0,amfta
112899,0,0,mohay
349745,0,0,coday
319617,0,0,yuDizWira
361515,0,0,nirAkf
132697,0,0,brahmacArin
91750,4,20,sidDi
324038,0,0,samasta
322484,0,0,nErASya
86249,0,0,triDA
306973,1,4,awwahAsa
75359,1,8,aBizecay
100021,0,0,nigrah
93133,3,11,nirAkfti
80983,0,0,viviDa
93547,2,13,Iray
111884,0,0,aSvin
99156,0,0,tad
138472,0,0,tad
128578,0,0,ariMdama
395269,0,0,viji
137325,0,0,tad
390806,0,0,saMrakz
315341,0,0,pratipad
58716,0,0,pAlay
336245,0,0,saMmA
335707,1,1,uttApay
395060,0,0,kaTay
131909,0,0,tad
110559,0,0,divya
326198,0,0,samiD
352114,0,0,devI
368603,0,0,vicAray
100414,0,0,sEnika
143680,0,0,guRavant
358587,0,0,akurvant
134464,0,0,tad
356702,0,0,mahAruru
61672,0,0,ityAdi
94119,1,5,viDi
72725,0,0,kAmarUpin
147315,1,4,aSarIrin
92330,0,0,sadyojAta
353133,1,4,arjay
124054,0,0,vinam
137677,0,0,BAminI
320672,0,0,tad
393196,0,0,anupad
314634,0,0,tad
337633,0,0,tad
99758,0,0,Sakuni
57548,0,0,sEnDava
325848,0,0,avAp
89286,0,0,saMraYjay
318876,1,8,aBivarDay
393771,0,0,yoDay
105496,1,4,jYAna
384619,0,0,sahita
355945,0,0,vidura
143820,0,0,aparAD
87467,2,11,viDi
50291,1,4,anvita
305814,0,0,nirvfti
57855,0,0,saMkula
137279,0,0,tad
114424,1,4,coday
310935,0,0,avagam
315676,0,0,viS
83748,0,0,pratihastaka
133194,0,0,mahodaDi
344760,3,20,apratizeDa
53545,0,0,gurulAGava
61674,0,0,ityAdi
98438,0,0,kadAcana
325665,1,6,praviS
121251,0,0,dfS
343900,0,0,yaTAyogam
92337,0,0,tad
393394,0,0,pramarday
318266,0,0,parirakz
337244,0,0,tad
148100,4,19,aparAjita
318352,1,3,alpatara
351965,0,0,pratihartf
147012,0,0,tad
377545,0,0,visfj
138308,1,5,tad
345808,0,0,vyatI
144458,0,0,samprAp
79168,2,7,akzaya
94692,0,0,Bavant
300679,0,0,yuDizWira
55387,0,0,prANmuKa
384402,0,0,vikawa
84559,3,11,anvita
110718,0,0,tad
313594,0,0,praBU
56676,0,0,paripracC
375620,0,0,vE
133616,0,0,tad
393209,0,0,parivAray
328912,0,0,atikram
120331,0,0,surapravIra
377337,0,0,saMsfj
140291,0,0,tad
139464,0,0,vESampAyana
324647,0,0,pitAmaha
104212,0,0,tad
90031,3,10,anDamUzA
75975,0,0,tad
387900,0,0,senApati
99728,0,0,prati
385704,0,0,Darmaputra
114946,0,0,tad
143717,0,0,guRavant
106832,0,0,kArayitf
142213,0,0,tad
317384,0,0,tad
311430,0,0,aSakti
124310,0,0,sinDurAja
325496,0,0,amfta
124562,0,0,DImant
321297,3,10,anugrah
103865,0,0,kzatriya
73104,0,0,adfSya
391294,0,0,tejasvin
320889,0,0,aBiSaMs
351978,0,0,Bavant
95588,1,6,akzAralavaRa
60469,0,0,kaTay
112418,2,11,niBa
129343,0,0,saMgam
382111,1,5,aBihan
315521,0,0,Alamb
338383,0,0,Siras
387325,0,0,kAray
101889,0,0,tad
356730,0,0,tad
385789,0,0,samanvita
300675,0,0,kadAcid
321244,0,0,prAk
328340,0,0,tad
398222,0,0,kuYjara
82308,0,0,jaradgava
399424,0,0,sahita
394432,1,2,apekz
347987,0,0,upaspfS
110869,0,0,saMniveSa
143900,1,3,aDipa
303768,0,0,preNK
116021,0,0,nirdiS
130626,0,0,mahABAgya
101265,0,0,tad
149482,0,0,tad
88936,0,0,saMmiSray
117681,0,0,tad
379632,0,0,tad
67556,0,0,Agam
127810,0,0,mahAtman
54043,0,0,damayantI
112958,0,0,kilbizin
310681,1,1,avyApin
146495,0,0,rati
327297,0,0,visfj
376284,1,6,hatyA
128047,2,6,enad
397940,0,0,tad
379685,0,0,saMjan
143913,0,0,vidura
331328,0,0,upAlaB
139803,0,0,Sakti
122037,0,0,pracoday
320870,1,3,hita
343690,2,10,paramparA
122858,0,0,parivft
128623,0,0,tad
62546,0,0,SilA
387223,0,0,pitAmaha
318001,1,3,yoni
100234,0,0,tad
129819,0,0,BindipAla
117881,0,0,muKeBagA
111816,0,0,kAYcana
371628,0,0,devI
58662,0,0,niyuj
388587,2,10,samAkula
350789,0,0,citra
116788,0,0,tad
56010,0,0,vAdya
336226,0,0,pitAmaha
93734,0,0,praSaMs
66105,0,0,tad
353819,1,6,saMniDi
337739,2,9,cintaka
386689,0,0,niSA
372991,0,0,tad
66900,0,0,mETilI
315573,0,0,tad
133356,0,0,vE
69249,1,2,puzpita
88905,0,0,tad
95229,0,0,sTApay
61549,0,0,pUtika
116679,0,0,vikf
367127,0,0,tad
149055,0,0,tad
126863,0,0,tAqay
399142,0,0,maRqalIkf
364821,0,0,sami
361857,0,0,kAray
360460,0,0,tad
393357,1,5,DanurDara
132626,0,0,fzi
144769,0,0,tad
386312,1,4,citra
380173,0,0,darSay
105756,0,0,pARigfhItA
99192,0,0,viSAla
309302,0,0,lOkika
399133,0,0,sUtaputra
96292,0,0,iha
55999,2,11,saMvf
107446,0,0,saMniDA
339077,1,3,apaharaRa
359452,0,0,kuYjara
336371,0,0,dfS
319947,0,0,prajval
360419,0,0,kaScid
91894,0,0,vE
142613,2,8,vivarjay
388210,0,0,parivAray
314781,0,0,tad
78627,0,0,saMsfj
139496,0,0,nityam
333558,0,0,pArTiva
125861,0,0,tad
107788,0,0,gati
305031,0,0,kaTay
52956,1,5,saMGAta
397229,0,0,kzatriya
396520,0,0,mAriza
393283,0,0,tad
99785,0,0,tad
79337,2,12,saMkzaya
316868,0,0,iha
146528,0,0,tad
390979,0,0,sinDupati
346128,0,0,Srotriya
143072,0,0,vicitravIrya
68465,1,5,AKya
379848,0,0,aBidru
334835,0,0,acetas
309147,2,10,prakfti
334936,0,0,prasAday
371127,0,0,dehin
307658,3,12,cezwita
328780,0,0,namuci
97171,0,0,vinASay
148963,0,0,jagant
318834,0,0,kaScid
389810,0,0,tad
81059,0,0,pratyavanejana
328121,0,0,duranvaya
108136,1,7,anantara
128155,0,0,paricAra
128775,0,0,svargya
129875,0,0,samantapaYcaka
100266,0,0,nivartay
91272,0,0,viza
365662,1,1,atiSI
370288,3,10,aBidfS
98478,0,0,dfS
58631,0,0,anISvara
129146,0,0,parAvara
119789,0,0,aBijan
345425,0,0,divya
384681,0,0,tad
389462,0,0,nivft
126767,0,0,aBigam
369658,3,13,Adi
300424,0,0,upasTA
360089,0,0,pracC
325923,0,0,Bavant
395048,0,0,prAjYa
302166,0,0,samanvita
305410,0,0,pAlay
125435,0,0,bahuviDa
379803,1,9,viSiKa
372176,0,0,vajrahasta
132624,1,7,tad
306440,2,11,viSArada
120269,0,0,prajApati
116634,1,1,apariRAmin
57837,0,0,tvaritam
338409,0,0,tad
344844,1,5,prARin
53223,2,9,vivAha
110644,0,0,mahAtman
315579,0,0,tad
327721,0,0,mahAyogin
319087,0,0,vidvas
141988,0,0,pfTivI
83014,0,0,azwAviMSat
337022,0,0,viDavA
100187,1,6,pati
307742,0,0,viparyaya
359112,0,0,kzip
388999,0,0,cikIrz
67992,1,5,vinASa
57158,0,0,adUra
357435,0,0,arTay
355425,0,0,acyuta
