60212,2,0,sPawika
123581,6,6,ariMdama
143245,0,11,sampad
313674,2,0,vartay
105436,5,0,antatas
355429,0,0,kapila
144683,4,0,smfti
304688,0,0,sapadi
330371,4,0,upalakzay
399010,3,0,DarmarAja
89847,1,0,pUjay
386689,3,0,niSA
384615,2,0,BaYj
107460,1,0,rajanI
336120,2,0,rAjan
395760,4,0,prAp
60858,0,6,AsvAday
87586,0,0,SarmizWA
56386,3,0,vinivartay
330593,4,0,indriya
330671,5,0,saMgam
81735,1,0,pitftIrTa
130715,3,0,mahAtman
399257,0,0,mAdfSa
318442,0,1,asuhfd
304872,0,4,atyarTam
144310,4,0,viSru
382251,5,0,parivf
73923,2,9,parizkf
345381,1,0,vigrah
63463,3,0,viSudDi
128373,2,0,virAj
140855,0,0,yayAti
50957,3,9,upari
80516,1,0,purUravas
84623,2,0,pracC
346600,5,0,Bavant
91910,3,9,aBipad
310683,4,0,vyakta
385717,2,4,vIra
142971,2,0,nihan
325578,3,7,aBiDAv
396106,3,0,samavakf
353180,4,0,parityaj
334784,3,0,vikf
98346,2,0,pracC
136036,1,0,pfTivI
372237,0,0,vinyas
388601,1,0,pitf
109195,4,0,SaMkara
379029,4,0,niyatam
60454,1,0,pravyaTay
300045,1,0,Bavant
300045,6,0,vE
352993,7,0,anuzaYj
349376,0,0,Bakzay
61188,0,0,DftarAzwrI
129975,2,0,pravac
308351,0,0,jambukeSvara
87858,4,0,zaqguRa
305793,0,0,bali
121070,5,0,parAji
357592,0,0,siMhAsana
98478,2,0,dfS
310379,0,0,itas
91690,5,0,kaScid
317349,2,0,praRam
134338,5,0,samAgam
389690,3,0,prativinDya
330935,4,0,kurusattama
147581,4,0,upe
310626,1,0,kIrti
99239,0,0,trivarga
110490,0,13,tArA
79399,0,0,iha
331607,5,0,pitAmaha
387169,5,0,samantataḥ
83847,7,0,Bavant
322920,1,0,parikzi
95640,1,0,yajYa
149373,1,0,dakziRa
385125,0,4,vfzwi
71600,2,0,prAp
70101,5,2,Agam
369757,4,0,AtatAyin
125213,3,0,nigraha
302388,4,0,yogakzema
315367,3,1,avamardana
100415,5,0,ayuta
310832,1,7,vftti
374670,2,0,darSay
348995,0,0,gomAyu
361824,0,0,jIvay
