80758,2,1
364828,3,0
109669,3,0
92336,3,0
332215,2,0
371349,2,0
366655,2,0
388149,3,0
92636,3,0
98046,5,0
132115,0,0
349574,4,0
107508,1,0
304069,5,0
123457,4,0
95752,4,0
321407,1,0
113821,1,0
138135,1,0
131331,0,0
105211,2,0
388482,2,0
335300,1,0
53850,2,1
397534,4,1
141062,3,0
100350,2,0
144183,5,0
314957,5,0
384218,4,0
96398,2,0
330966,0,0
88955,4,0
365087,Incomplete chunk
366969,2,0
102926,1,0
327251,3,0
397512,7,0
79645,3,0
334060,4,0
328917,5,0
399503,4,0
359974,3,0
371658,3,0
61992,2,0
133175,0,0
373719,3,0
99462,5,0
146392,2,0
317307,1,0
382023,0,0
397027,2,1
56090,5,0
127871,3,1
382303,3,0
398595,5,0
85865,6,0
96269,2,0
72948,2,0
82323,2,1
322319,2,0
351168,Incomplete chunk
143543,7,0
335470,2,0
358229,3,1
366144,2,0
376889,6,0
375576,5,0
365198,2,0
377575,3,0
303177,1,1
351966,10,0
376593,4,0
120429,5,0
389295,4,0
66779,2,0
110734,3,0
132641,5,0
306796,2,0
372507,4,0
355088,3,0
118486,5,0
365531,0,0
373643,5,0
360489,1,0
394082,4,0
397940,1,0
70033,0,0
96733,3,0
351946,1,0
78572,3,0
96402,2,0
327754,1,0
320608,4,0
143585,2,0
50356,3,0
66339,4,0
351113,2,0
128693,0,0
123199,2,0
114671,1,0
305286,2,0
311391,2,0
318866,6,0
326047,1,0
90209,3,0
311366,1,0
339264,4,0
368628,3,0
352622,2,0
139736,5,0
384190,3,0
101807,0,0
103848,1,0
358301,2,0
81468,3,0
342605,2,0
88787,1,0
134339,2,0
320004,3,0
364635,3,0
307160,2,0
365623,4,0
134996,0,0
143679,2,1
89944,4,0
396021,2,0
144109,3,0
396574,2,0
64213,8,0
112043,1,0
69182,2,1
55366,1,0
395278,1,0
311971,4,0
344636,1,0
358549,5,0
86320,4,0
54619,3,0
366941,3,0
84242,1,0
392327,0,0
89619,3,0
90038,4,0
345024,6,0
356419,2,0
102591,2,0
139785,2,0
376025,2,0
100106,0,0
113074,Incomplete chunk
327191,2,0
307401,1,0
97709,3,0
135543,2,0
135425,3,0
56983,5,0
148108,3,0
371323,3,0
76772,3,1
392783,2,1
350952,5,1
60148,1,0
93217,Incomplete chunk
330248,1,0
71211,5,0
149749,2,0
84279,2,0
372645,1,1
361092,1,0
68406,3,0
56773,1,0
308376,4,0
328889,2,0
81663,4,0
60511,1,0
143642,3,0
97926,3,0
338455,Incomplete chunk
341750,3,1
80989,2,0
359047,3,0
348560,8,0
109296,4,1
106212,5,0
108846,24,0
104739,5,0
328755,5,0
112727,0,0
355695,12,1
342078,4,0
58652,4,0
108226,2,0
148899,2,2
97548,4,0
388697,2,0
374818,3,0
309398,3,0
79125,2,0
339022,2,0
76213,7,0
85665,4,0
390783,3,0
394916,4,1
112413,2,1
117313,2,0
121526,3,0
65853,2,0
61185,4,0
83112,1,0
50745,3,0
53654,3,0
125828,2,0
308854,2,1
383740,1,0
64871,1,0
326097,3,0
393928,1,0
304940,2,0
107365,2,0
85859,3,1
78732,0,0
355557,5,0
124947,2,0
397965,1,0
324757,3,0
147797,3,0
321832,0,0
61366,2,0
105355,3,0
138366,2,0
145211,19,2
309571,12,1
342105,2,0
89083,3,0
63818,3,0
348913,3,0
312961,0,0
360793,0,0
112374,8,0
345877,4,0
50376,1,0
324609,1,0
329549,1,0
123290,2,0
80176,2,0
388797,3,0
104042,2,0
114917,5,0
100798,6,0
127994,3,1
358130,5,0
97494,6,0
371809,1,0
327836,3,0
340931,2,2
90552,4,1
374798,0,0
145337,3,0
103202,0,0
109042,0,0
132726,3,0
55307,1,0
117707,3,0
95213,3,1
95839,0,0
96171,4,0
344298,2,0
381055,5,0
393765,2,0
310065,2,0
79123,0,0
142839,2,0
353788,1,0
131203,3,1
314892,1,0
84633,2,0
393173,2,0
374882,1,0
66536,3,0
379299,1,0
339998,Incomplete chunk
146520,15,0
334169,1,0
329943,3,0
392648,1,1
385919,0,0
348103,5,0
123661,3,0
137783,3,0
391472,3,0
116707,2,0
62276,6,0
379190,2,0
339890,3,0
52331,4,0
146523,8,1
356237,2,0
387404,1,0
50298,6,0
144499,5,0
136287,0,0
126992,2,1
127481,1,0
321282,5,0
65296,1,0
328228,5,0
328421,3,0
338321,4,0
54997,5,0
80952,3,0
331204,4,1
377121,2,0
68375,4,1
104687,2,0
370681,4,0
121411,2,0
369356,3,0
105290,5,1
304711,1,0
69708,1,0
372769,3,1
342238,2,0
324985,3,0
327580,1,0
337108,Incomplete chunk
